Entry ID,[Str. Pos.],[Str. Size],[Str. Encoding],Str. Value,[Str. Data]
0,0x30,17,Shift_JIS,Lib Handle Start,"""Lib Handle Start"""
1,0x4c68,5,Shift_JIS,SEGA,"""SEGA"""
2,0x2aba68,46,Shift_JIS,\nsyStart Ver 1.17 Build:Dec 01 1999 12:17:57\n,"""\nsyStart Ver 1.17 Build:Dec 01 1999 12:17:57\n"""
3,0x2aba98,19,Shift_JIS,No Memory Card !!!,"""No Memory Card !!!"""
4,0x2abaac,29,Shift_JIS,Memory Card Format Error !!!,"""Memory Card Format Error !!!"""
5,0x2abacc,10,Shift_JIS,ARES_SAVE,"""ARES_SAVE"""
6,0x2abad8,13,Shift_JIS,アレスセーブ,"""\x83A\x83\x8C\x83X\x83Z\x81[\x83u"""
7,0x2abae8,34,Shift_JIS,Memory Card Image Creat Error !!!,"""Memory Card Image Creat Error !!!"""
8,0x2abb0c,35,Shift_JIS,Memory Card Free Size Is Small !!!,"""Memory Card Free Size Is Small !!!"""
9,0x2abb30,27,Shift_JIS,Memory Card Save Error !!!,"""Memory Card Save Error !!!"""
10,0x2abb4c,29,Shift_JIS,Memory Card SAVE 2 Error !!!,"""Memory Card SAVE 2 Error !!!"""
11,0x2abb6c,34,Shift_JIS,Memory Card Load Status Error !!!,"""Memory Card Load Status Error !!!"""
12,0x2abb90,29,Shift_JIS,Memory Card Load 1 Error !!!,"""Memory Card Load 1 Error !!!"""
13,0x2abbb0,29,Shift_JIS,Memory Card Load 2 Error !!!,"""Memory Card Load 2 Error !!!"""
14,0x2abbd0,3,Shift_JIS,rb,"""rb"""
15,0x2abbe8,28,Shift_JIS,CHUNK POF IS HEAP AREA OVER,"""CHUNK POF IS HEAP AREA OVER"""
16,0x2abc04,24,Shift_JIS,Sound Driver Read Error,"""Sound Driver Read Error"""
17,0x2abc1c,21,Shift_JIS,Sound Lib Init Error,"""Sound Lib Init Error"""
18,0x2abc34,29,Shift_JIS,Sound Mem Block Create Error,"""Sound Mem Block Create Error"""
19,0x2abc54,28,Shift_JIS,Sound Mem Block Param Error,"""Sound Mem Block Param Error"""
20,0x2abc70,21,Shift_JIS,Sound Drv Init Error,"""Sound Drv Init Error"""
21,0x2abc88,30,Shift_JIS,Sound Mem Block Destroy Error,"""Sound Mem Block Destroy Error"""
22,0x2abca8,26,Shift_JIS,Sound MLT Down Load Error,"""Sound MLT Down Load Error"""
23,0x2abcc4,32,Shift_JIS,Sound Bank Data Down Load Error,"""Sound Bank Data Down Load Error"""
24,0x2abce4,19,Shift_JIS,Sound Fx Set Error,"""Sound Fx Set Error"""
25,0x2abcf8,23,Shift_JIS,Sound MIDI Close Error,"""Sound MIDI Close Error"""
26,0x2abd10,23,Shift_JIS,Sound SHOT Close Error,"""Sound SHOT Close Error"""
27,0x2abd28,22,Shift_JIS,Sound PCM Close Error,"""Sound PCM Close Error"""
28,0x2abd40,23,Shift_JIS,Sound Get Status Error,"""Sound Get Status Error"""
29,0x2abd58,27,Shift_JIS,Sound Midi Reset Prm Error,"""Sound Midi Reset Prm Error"""
30,0x2abd74,27,Shift_JIS,Sound Shot Reset Prm Error,"""Sound Shot Reset Prm Error"""
31,0x2abd90,26,Shift_JIS,Sound PCM Reset Prm Error,"""Sound PCM Reset Prm Error"""
32,0x2abdac,17,Shift_JIS,Sound Play Error,"""Sound Play Error"""
33,0x2abdc0,11,Shift_JIS,Bank Error,"""Bank Error"""
34,0x2abdcc,26,Shift_JIS,Sound PCM Down Load Error,"""Sound PCM Down Load Error"""
35,0x2abde8,23,Shift_JIS,Sound Pcm Status Error,"""Sound Pcm Status Error"""
36,0x2abe00,21,Shift_JIS,Sound Pcm Play Error,"""Sound Pcm Play Error"""
37,0x2abe18,23,Shift_JIS,Sound MIDI Pause Error,"""Sound MIDI Pause Error"""
38,0x2abe30,22,Shift_JIS,Sound MIDI Fade Error,"""Sound MIDI Fade Error"""
39,0x2abe48,22,Shift_JIS,Sound SHOT Fade Error,"""Sound SHOT Fade Error"""
40,0x2abe60,21,Shift_JIS,Sound PCM Fade Error,"""Sound PCM Fade Error"""
41,0x2abe78,3,Shift_JIS,%s,"""%s"""
42,0x2abe7c,5,Shift_JIS,GAME,"""GAME"""
43,0x2abe85,7,Shift_JIS,CAMERA,"""CAMERA"""
44,0x2abe8e,8,Shift_JIS,LIGHT 0,"""LIGHT 0"""
45,0x2abe97,8,Shift_JIS,LIGHT 1,"""LIGHT 1"""
46,0x2abea0,8,Shift_JIS,LIGHT 2,"""LIGHT 2"""
47,0x2abea9,9,Shift_JIS,MURABITO,"""MURABITO"""
48,0x2abeb4,15,Shift_JIS,DEBUG MODE   -,"""DEBUG MODE   -"""
49,0x2abec4,15,Shift_JIS,Calc Vertex  -,"""Calc Vertex  -"""
50,0x2abed4,15,Shift_JIS,Calc Polygon -,"""Calc Polygon -"""
51,0x2abee4,15,Shift_JIS,Draw Polygon -,"""Draw Polygon -"""
52,0x2abef4,15,Shift_JIS,FPS          -,"""FPS          -"""
53,0x2abf04,15,Shift_JIS,TEXTURE      -,"""TEXTURE      -"""
54,0x2abf14,15,Shift_JIS,VIEW POS     -,"""VIEW POS     -"""
55,0x2abf24,15,Shift_JIS,PURSUIT POS  -,"""PURSUIT POS  -"""
56,0x2abf34,15,Shift_JIS,VIEW ANG     -,"""VIEW ANG     -"""
57,0x2abf44,15,Shift_JIS,PURSUIT ANG  -,"""PURSUIT ANG  -"""
58,0x2abf54,15,Shift_JIS,DISTANCE     -,"""DISTANCE     -"""
59,0x2abf64,15,Shift_JIS,PERS         -,"""PERS         -"""
60,0x2abf74,15,Shift_JIS,LIGHT NUM    -,"""LIGHT NUM    -"""
61,0x2abf84,15,Shift_JIS,LIGHT POS    -,"""LIGHT POS    -"""
62,0x2abf94,15,Shift_JIS,LIGHT VECTOR -,"""LIGHT VECTOR -"""
63,0x2abfa4,15,Shift_JIS,AMBIENT      -,"""AMBIENT      -"""
64,0x2abfb4,15,Shift_JIS,DEFFUSE      -,"""DEFFUSE      -"""
65,0x2abfc4,15,Shift_JIS,SPECULAR     -,"""SPECULAR     -"""
66,0x2abfd4,19,Shift_JIS,UP    - PLAYER Z +,"""UP    - PLAYER Z +"""
67,0x2abfe8,19,Shift_JIS,DOWN  - PLAYER Z -,"""DOWN  - PLAYER Z -"""
68,0x2abffc,19,Shift_JIS,LEFT  - PLAYER X +,"""LEFT  - PLAYER X +"""
69,0x2ac010,19,Shift_JIS,RIGHT - PLAYER X -,"""RIGHT - PLAYER X -"""
70,0x2ac024,27,Shift_JIS,L BTN - VIEW 45 LEFT  TURN,"""L BTN - VIEW 45 LEFT  TURN"""
71,0x2ac040,27,Shift_JIS,R BTN - VIEW 45 RIGHT TURN,"""R BTN - VIEW 45 RIGHT TURN"""
72,0x2ac05c,25,Shift_JIS,X BTN - VIEW MODE CHANGE,"""X BTN - VIEW MODE CHANGE"""
73,0x2ac078,30,Shift_JIS,Y BTN - DEBUG INDICATE SWITCH,"""Y BTN - DEBUG INDICATE SWITCH"""
74,0x2ac098,26,Shift_JIS,Z BTN - DEBUG MODE CHANGE,"""Z BTN - DEBUG MODE CHANGE"""
75,0x2ac0b4,23,Shift_JIS,START - DUNGEON CHANGE,"""START - DUNGEON CHANGE"""
76,0x2ac0cc,23,Shift_JIS,UP    - PLAYER ADVANCE,"""UP    - PLAYER ADVANCE"""
77,0x2ac0e4,25,Shift_JIS,LEFT  - PLAYER TURN LEFT,"""LEFT  - PLAYER TURN LEFT"""
78,0x2ac100,26,Shift_JIS,RIGHT - PLAYER TURN RIGHT,"""RIGHT - PLAYER TURN RIGHT"""
79,0x2ac11c,25,Shift_JIS,L BTN - VIEW MODE CHANGE,"""L BTN - VIEW MODE CHANGE"""
80,0x2ac138,17,Shift_JIS,UP    - X ROLL -,"""UP    - X ROLL -"""
81,0x2ac14c,17,Shift_JIS,DOWN  - X ROLL +,"""DOWN  - X ROLL +"""
82,0x2ac160,17,Shift_JIS,LEFT  - Y ROLL -,"""LEFT  - Y ROLL -"""
83,0x2ac174,17,Shift_JIS,RIGHT - Y ROLL +,"""RIGHT - Y ROLL +"""
84,0x2ac188,17,Shift_JIS,L BTN - PERS FAR,"""L BTN - PERS FAR"""
85,0x2ac19c,18,Shift_JIS,R BTN - PERS NEAR,"""R BTN - PERS NEAR"""
86,0x2ac1b0,22,Shift_JIS,A BTN - DISTANCE NEAR,"""A BTN - DISTANCE NEAR"""
87,0x2ac1c8,21,Shift_JIS,X BTN - DISTANCE FAR,"""X BTN - DISTANCE FAR"""
88,0x2ac1e0,12,Shift_JIS,Y BTN - Y +,"""Y BTN - Y +"""
89,0x2ac1ec,12,Shift_JIS,B BTN - Y -,"""B BTN - Y -"""
90,0x2ac1f8,13,Shift_JIS,START - EXIT,"""START - EXIT"""
91,0x2ac208,12,Shift_JIS,UP    - Z +,"""UP    - Z +"""
92,0x2ac214,12,Shift_JIS,DOWN  - Z -,"""DOWN  - Z -"""
93,0x2ac220,12,Shift_JIS,LEFT  - X +,"""LEFT  - X +"""
94,0x2ac22c,12,Shift_JIS,RIGHT - X -,"""RIGHT - X -"""
95,0x2ac238,17,Shift_JIS,L BTN - Y ROLL +,"""L BTN - Y ROLL +"""
96,0x2ac24c,17,Shift_JIS,R BTN - Y ROLL -,"""R BTN - Y ROLL -"""
97,0x2ac260,17,Shift_JIS,X BTN - X ROLL +,"""X BTN - X ROLL +"""
98,0x2ac274,17,Shift_JIS,A BTN - X ROLL -,"""A BTN - X ROLL -"""
99,0x2ac288,19,Shift_JIS,Z BTN - RESET VIEW,"""Z BTN - RESET VIEW"""
100,0x2ac29c,12,Shift_JIS,UP    - Z -,"""UP    - Z -"""
101,0x2ac2a8,12,Shift_JIS,DOWN  - Z +,"""DOWN  - Z +"""
102,0x2ac2b4,12,Shift_JIS,LEFT  - X -,"""LEFT  - X -"""
103,0x2ac2c0,12,Shift_JIS,RIGHT - X +,"""RIGHT - X +"""
104,0x2ac2cc,18,Shift_JIS,UP    - LIGHT Z +,"""UP    - LIGHT Z +"""
105,0x2ac2e0,18,Shift_JIS,DOWN  - LIGHT Z -,"""DOWN  - LIGHT Z -"""
106,0x2ac2f4,18,Shift_JIS,LEFT  - LIGHT X +,"""LEFT  - LIGHT X +"""
107,0x2ac308,18,Shift_JIS,RIGHT - LIGHT X -,"""RIGHT - LIGHT X -"""
108,0x2ac31c,18,Shift_JIS,R BTN - LIGHT Y +,"""R BTN - LIGHT Y +"""
109,0x2ac330,18,Shift_JIS,L BTN - LIGHT Y -,"""L BTN - LIGHT Y -"""
110,0x2ac344,19,Shift_JIS,A BTN - AMBIENT UP,"""A BTN - AMBIENT UP"""
111,0x2ac358,19,Shift_JIS,B BTN - DEFFUSE UP,"""B BTN - DEFFUSE UP"""
112,0x2ac36c,17,Shift_JIS,C BTN - SPECULAR,"""C BTN - SPECULAR"""
113,0x2ac380,21,Shift_JIS,X BTN - LIGHT SWITCH,"""X BTN - LIGHT SWITCH"""
114,0x2ac398,34,Shift_JIS,(L BTN)+(R BTN) - DELETE MURABITO,"""(L BTN)+(R BTN) - DELETE MURABITO"""
115,0x2ac3bc,22,Shift_JIS,A BTN - SET MUARABITO,"""A BTN - SET MUARABITO"""
116,0x2ac3d4,4,Shift_JIS,%1d,"""%1d"""
117,0x2ac3d8,6,Shift_JIS,%3.2f,"""%3.2f"""
118,0x2ac3e0,4,Shift_JIS,%3d,"""%3d"""
119,0x2ac3e4,15,Shift_JIS,INFOMATION ON ,"""INFOMATION ON """
120,0x2ac3f4,13,Shift_JIS,STAGE SELECT,"""STAGE SELECT"""
121,0x2ac404,10,Shift_JIS,GAME MODE,"""GAME MODE"""
122,0x2ac410,12,Shift_JIS,CAMERA MODE,"""CAMERA MODE"""
123,0x2ac41c,11,Shift_JIS,LIGHT MODE,"""LIGHT MODE"""
124,0x2ac428,9,Shift_JIS,FOG MENU,"""FOG MENU"""
125,0x2ac434,13,Shift_JIS,START = EXIT,"""START = EXIT"""
126,0x2ac444,14,Shift_JIS,CAMERA MODE 0,"""CAMERA MODE 0"""
127,0x2ac454,12,Shift_JIS,PURSUIT INF,"""PURSUIT INF"""
128,0x2ac460,9,Shift_JIS,VIEW INF,"""VIEW INF"""
129,0x2ac46c,10,Shift_JIS,ALL RESET,"""ALL RESET"""
130,0x2ac478,8,Shift_JIS,FOG OFF,"""FOG OFF"""
131,0x2ac480,16,Shift_JIS,NEAR    -1.0000,"""NEAR    -1.0000"""
132,0x2ac490,16,Shift_JIS,FAR   -100.0000,"""FAR   -100.0000"""
133,0x2ac4a0,12,Shift_JIS,RED     255,"""RED     255"""
134,0x2ac4ac,12,Shift_JIS,GREEN   255,"""GREEN   255"""
135,0x2ac4b8,12,Shift_JIS,BULE    255,"""BULE    255"""
136,0x2ac4c4,17,Shift_JIS,\\sound\\m29_s.p16,"""\\sound\\m29_s.p16"""
137,0x2ac4d8,25,Shift_JIS,Call Back Hooking Failed,"""Call Back Hooking Failed"""
138,0x2ac4f4,24,Shift_JIS,Call Back Delete Failed,"""Call Back Delete Failed"""
139,0x2ac50c,32,Shift_JIS,FioInit Error (memory allocate),"""FioInit Error (memory allocate)"""
140,0x2ac52c,36,Shift_JIS,FioOpen Error (memory allocate): %s,"""FioOpen Error (memory allocate): %s"""
141,0x2ac550,18,Shift_JIS,FioOpen Error: %s,"""FioOpen Error: %s"""
142,0x2ac564,30,Shift_JIS,FioOpen Error (File Size): %s,"""FioOpen Error (File Size): %s"""
143,0x2ac584,35,Shift_JIS,FioReadReq Error (memory allocate),"""FioReadReq Error (memory allocate)"""
144,0x2ac5a8,37,Shift_JIS,Fio Auto Error (memory allocate): %s,"""Fio Auto Error (memory allocate): %s"""
145,0x2ac5d0,41,Shift_JIS,Fio Stream Error (memory allocate 1): %s,"""Fio Stream Error (memory allocate 1): %s"""
146,0x2ac5fc,30,Shift_JIS,Fio Stream Link Nothing Error,"""Fio Stream Link Nothing Error"""
147,0x2ac61c,17,Shift_JIS,File Read Error:,"""File Read Error:"""
148,0x2ac630,24,Shift_JIS,File Seek Origin Error:,"""File Seek Origin Error:"""
149,0x2ac648,17,Shift_JIS,File Seek Error:,"""File Seek Error:"""
150,0x2ac65c,3,Shift_JIS,..,""".."""
151,0x2ac668,25,Shift_JIS,Move Root Dir Error : %s,"""Move Root Dir Error : %s"""
152,0x2ac684,20,Shift_JIS,Move Dir Error : %s,"""Move Dir Error : %s"""
153,0x2ac698,22,Shift_JIS,Move Cache Error : %s,"""Move Cache Error : %s"""
154,0x2ac6b0,17,Shift_JIS,LIGHT TRAP ERROR,"""LIGHT TRAP ERROR"""
155,0x2ac6c4,23,Shift_JIS,LIGHT STACK OVER ERROR,"""LIGHT STACK OVER ERROR"""
156,0x2ac6dc,24,Shift_JIS,LIGHT STACK UNDER ERROR,"""LIGHT STACK UNDER ERROR"""
157,0x2ac6f4,26,Shift_JIS,SCRIPT LIGHT NUMBER ERROR,"""SCRIPT LIGHT NUMBER ERROR"""
158,0x2ac710,26,Shift_JIS,CHANGE VERTEX COLOR START,"""CHANGE VERTEX COLOR START"""
159,0x2ac72c,3,Shift_JIS,rb,"""rb"""
160,0x2ac730,25,Shift_JIS,MLD FAST HANDLE IS EMPTY,"""MLD FAST HANDLE IS EMPTY"""
161,0x2ac74c,35,Shift_JIS,mldTaskLoadMldDataAll Malloc Error,"""mldTaskLoadMldDataAll Malloc Error"""
162,0x2ac770,22,Shift_JIS,MLD FAST HANDLE ERROR,"""MLD FAST HANDLE ERROR"""
163,0x2ac788,22,Shift_JIS,memory allocate error,"""memory allocate error"""
164,0x2ac7a0,18,Shift_JIS,Config Init Error,"""Config Init Error"""
165,0x2ac7b4,18,Shift_JIS,Config Exit Error,"""Config Exit Error"""
166,0x2ac7c8,13,Shift_JIS,\\namihei.drv,"""\\namihei.drv"""
167,0x2ac7d8,13,Shift_JIS,\\aresnew.mlt,"""\\aresnew.mlt"""
168,0x2ac7e8,25,Shift_JIS,MONO STEREO SET ERROR %d,"""MONO STEREO SET ERROR %d"""
169,0x2ac804,18,Shift_JIS,\\sound\\normal.fob,"""\\sound\\normal.fob"""
170,0x2ac818,20,Shift_JIS,\\sound\\b7000000.mlt,"""\\sound\\b7000000.mlt"""
171,0x2ac82c,12,Shift_JIS,\\player.mlz,"""\\player.mlz"""
172,0x2ac838,22,Shift_JIS,MATRIX STACK OVER !!!,"""MATRIX STACK OVER !!!"""
173,0x2ac850,27,Shift_JIS,IDmem change size:%d %c %d,"""IDmem change size:%d %c %d"""
174,0x2ac86c,22,Shift_JIS,memory allocate error,"""memory allocate error"""
175,0x2ac884,7,Shift_JIS,M_AMEM,"""M_AMEM"""
176,0x2ac88c,30,Shift_JIS,IDmem Search error:0xffffffff,"""IDmem Search error:0xffffffff"""
177,0x2ac8ac,28,Shift_JIS,Memory Segment Error 0x%08x,"""Memory Segment Error 0x%08x"""
178,0x2ac8c8,26,Shift_JIS,NoEqu free IDmem:%d %c %d,"""NoEqu free IDmem:%d %c %d"""
179,0x2ac8e4,26,Shift_JIS,no free IDmemory:%d %c %d,"""no free IDmemory:%d %c %d"""
180,0x2ac900,6,Shift_JIS,_AMEM,"""_AMEM"""
181,0x2ac908,14,Shift_JIS,memFree Error,"""memFree Error"""
182,0x2ac918,18,Shift_JIS,memFree Dup Error,"""memFree Dup Error"""
183,0x2ac92c,7,Shift_JIS,D_AMEM,"""D_AMEM"""
184,0x2ac934,27,Shift_JIS,memory reallocate error -1,"""memory reallocate error -1"""
185,0x2ac950,24,Shift_JIS,memory reallocate error,"""memory reallocate error"""
186,0x2ac968,7,Shift_JIS,R_AMEM,"""R_AMEM"""
187,0x2ac96f,5,Shift_JIS,MEMM,"""MEMM"""
188,0x2ac974,5,Shift_JIS,FREE,"""FREE"""
189,0x2ac979,5,Shift_JIS,MEMR,"""MEMR"""
190,0x2ac980,33,Shift_JIS,メニュー用メモリを確保出来ません,"""\x83\x81\x83j\x83\x85\x81[\x97p\x83\x81\x83\x82\x83\x8A\x82\xF0\x8Am\x95\xDB\x8Fo\x97\x88\x82\xDC\x82\xB9\x82\xF1"""
191,0x2ac9a4,17,Shift_JIS,get matrix error,"""get matrix error"""
192,0x2ac9b8,5,Shift_JIS,NJCM,"""NJCM"""
193,0x2ac9c0,23,Shift_JIS,Ground(%d) Link Max 16,"""Ground(%d) Link Max 16"""
194,0x2ac9d8,22,Shift_JIS,False GrdLink (%d:%d),"""False GrdLink (%d:%d)"""
195,0x2ac9f0,23,Shift_JIS,Can not Convert Ground,"""Can not Convert Ground"""
196,0x2aca08,24,Shift_JIS,False Ground Data Model,"""False Ground Data Model"""
197,0x2aca20,19,Shift_JIS,False Ground No:%d,"""False Ground No:%d"""
198,0x2aca60,5,Shift_JIS,.msb,""".msb"""
199,0x2aca68,5,Shift_JIS,.mpb,""".mpb"""
200,0x2aca70,26,Shift_JIS,アルファＲＯＭ Ver.0.9000,"""\x83A\x83\x8B\x83t\x83@\x82q\x82n\x82l Ver.0.9000"""
201,0x2aca8c,12,Shift_JIS,Apr 07 2000,"""Apr 07 2000"""
202,0x2aca98,9,Shift_JIS,20:11:34,"""20:11:34"""
203,0x2acaa4,15,Shift_JIS,PRESS A BUTTON,"""PRESS A BUTTON"""
204,0x2acab4,28,Shift_JIS,PRESS A BUTTON   TEST SOUND,"""PRESS A BUTTON   TEST SOUND"""
205,0x2acad0,28,Shift_JIS,PRESS B BUTTON   STOP SOUND,"""PRESS B BUTTON   STOP SOUND"""
206,0x2acaec,34,Shift_JIS,PRESS S BUTTON   RETURN MAIN MENU,"""PRESS S BUTTON   RETURN MAIN MENU"""
207,0x2acb10,17,Shift_JIS,サウンドデバッグ,"""\x83T\x83E\x83\x93\x83h\x83f\x83o\x83b\x83O"""
208,0x2acb24,4,Shift_JIS,%2d,"""%2d"""
209,0x2acb28,3,Shift_JIS,→,"""\x81\xA8"""
210,0x2acb2c,3,Shift_JIS,ON,"""ON"""
211,0x2acb30,4,Shift_JIS,OFF,"""OFF"""
212,0x2acb34,45,Shift_JIS,ここは戦闘やステータス画面のチェック用です。,"""\x82\xB1\x82\xB1\x82\xCD\x90\xED\x93\xAC\x82\xE2\x83X\x83e\x81[\x83^\x83X\x89\xE6\x96\xCA\x82\xCC\x83`\x83F\x83b\x83N\x97p\x82\xC5\x82\xB7\x81B"""
213,0x2acb64,7,Shift_JIS,マップ,"""\x83}\x83b\x83v"""
214,0x2acb6c,5,Shift_JIS,戦闘,"""\x90\xED\x93\xAC"""
215,0x2acb74,7,Shift_JIS,船戦闘,"""\x91D\x90\xED\x93\xAC"""
216,0x2acb7c,15,Shift_JIS,サウンドテスト,"""\x83T\x83E\x83\x93\x83h\x83e\x83X\x83g"""
217,0x2acb8c,7,Shift_JIS,OPTION,"""OPTION"""
218,0x2acb94,11,Shift_JIS,つづきから,"""\x82\xC2\x82\xC3\x82\xAB\x82\xA9\x82\xE7"""
219,0x2acba0,4,Shift_JIS,BGM,"""BGM"""
220,0x2acba4,5,Shift_JIS,LOOP,"""LOOP"""
221,0x2acbac,3,Shift_JIS,SE,"""SE"""
222,0x2acbb0,10,Shift_JIS,FILE NAME,"""FILE NAME"""
223,0x2acbbc,12,Shift_JIS,BANK NUMBER,"""BANK NUMBER"""
224,0x2acbc8,12,Shift_JIS,LIST NUMBER,"""LIST NUMBER"""
225,0x2acbd4,22,Shift_JIS,FreeTex Error GI=%08X,"""FreeTex Error GI=%08X"""
226,0x2acbec,3,Shift_JIS,rb,"""rb"""
227,0x2acbf0,5,Shift_JIS,GBIX,"""GBIX"""
228,0x2acbf8,5,Shift_JIS,PVRT,"""PVRT"""
229,0x2acc00,5,Shift_JIS,.pvr,""".pvr"""
230,0x2acc08,13,Shift_JIS,ts000110.pvz,"""ts000110.pvz"""
231,0x2acc18,18,Shift_JIS,\\title\\title0.mld,"""\\title\\title0.mld"""
232,0x2acc2c,20,Shift_JIS,\\title\\ts900000.mld,"""\\title\\ts900000.mld"""
233,0x2acc54,16,Shift_JIS,\\sound\\m01s.p16,"""\\sound\\m01s.p16"""
234,0x2acc64,20,Shift_JIS,\\title\\ts900168.mld,"""\\title\\ts900168.mld"""
235,0x2acc78,19,Shift_JIS,\\title\\warning.mld,"""\\title\\warning.mld"""
236,0x2acc8c,20,Shift_JIS,\\title\\ts900163.mld,"""\\title\\ts900163.mld"""
237,0x2acca0,20,Shift_JIS,\\sound\\m5000000.mlt,"""\\sound\\m5000000.mlt"""
238,0x2accb4,11,Shift_JIS,ME400X.sct,"""ME400X.sct"""
239,0x2accc0,11,Shift_JIS,ME202Z.sct,"""ME202Z.sct"""
240,0x2acccc,11,Shift_JIS,ME002Z.sct,"""ME002Z.sct"""
241,0x2accd8,14,Shift_JIS,aresmovie.sfd,"""aresmovie.sfd"""
242,0x2acce8,5,Shift_JIS,NJCM,"""NJCM"""
243,0x2accf0,5,Shift_JIS,NJBM,"""NJBM"""
244,0x2accf8,34,Shift_JIS,scptBootup: scptArrayAlloc failed,"""scptBootup: scptArrayAlloc failed"""
245,0x2acd1c,34,Shift_JIS,scptArrayAlloc: initial two times,"""scptArrayAlloc: initial two times"""
246,0x2acd40,30,Shift_JIS,scptArrayAlloc: malloc failed,"""scptArrayAlloc: malloc failed"""
247,0x2acd60,43,Shift_JIS,scptArrayAlloc(LazyJobList): malloc failed,"""scptArrayAlloc(LazyJobList): malloc failed"""
248,0x2acd8c,27,Shift_JIS,scptArrayFree: free failed,"""scptArrayFree: free failed"""
249,0x2acda8,22,Shift_JIS,scptLoad: Len is zero,"""scptLoad: Len is zero"""
250,0x2acdc0,31,Shift_JIS,scptLoad: gScpt.PtrTop == NULL,"""scptLoad: gScpt.PtrTop == NULL"""
251,0x2acde0,27,Shift_JIS,scptAnarize: StackOverFlow,"""scptAnarize: StackOverFlow"""
252,0x2acdfc,22,Shift_JIS,scptSTUB: code error!,"""scptSTUB: code error!"""
253,0x2ace14,23,Shift_JIS,GOSUB: Stack over flow,"""GOSUB: Stack over flow"""
254,0x2ace2c,29,Shift_JIS,scptWWW: No Empty LazyBuffer,"""scptWWW: No Empty LazyBuffer"""
255,0x2ace4c,27,Shift_JIS,scptPRINT: malloc failed 1,"""scptPRINT: malloc failed 1"""
256,0x2ace68,34,Shift_JIS,scptPRINT: message post timed out,"""scptPRINT: message post timed out"""
257,0x2ace8c,25,Shift_JIS,scptPRINT MES: NO LABEL!,"""scptPRINT MES: NO LABEL!"""
258,0x2acea8,31,Shift_JIS,scptPRINT MES: malloc failed 1,"""scptPRINT MES: malloc failed 1"""
259,0x2acec8,39,Shift_JIS,scptPRINT(MES): message post timed out,"""scptPRINT(MES): message post timed out"""
260,0x2acef0,28,Shift_JIS,"scptDATA: Do Write ""END""!!!","""scptDATA: Do Write \""END\""!!!"""
261,0x2acf0c,27,Shift_JIS,scptSELECT1: malloc failed,"""scptSELECT1: malloc failed"""
262,0x2acf28,28,Shift_JIS,scptSELECT CHOSE: NO LABEL!,"""scptSELECT CHOSE: NO LABEL!"""
263,0x2acf44,21,Shift_JIS,Scale: malloc failed,"""Scale: malloc failed"""
264,0x2acf5c,34,Shift_JIS,SetShadow: message post timed out,"""SetShadow: message post timed out"""
265,0x2acf80,27,Shift_JIS,ReSetShadow: malloc failed,"""ReSetShadow: malloc failed"""
266,0x2acf9c,36,Shift_JIS,ReSetShadow: message post timed out,"""ReSetShadow: message post timed out"""
267,0x2acfc0,30,Shift_JIS,Scale: message post timed out,"""Scale: message post timed out"""
268,0x2acfe0,26,Shift_JIS,PartsScale: malloc failed,"""PartsScale: malloc failed"""
269,0x2acffc,35,Shift_JIS,PartsScale: message post timed out,"""PartsScale: message post timed out"""
270,0x2ad020,28,Shift_JIS,scptMapDefMO: malloc failed,"""scptMapDefMO: malloc failed"""
271,0x2ad03c,36,Shift_JIS,scptMapDefMO: message post time out,"""scptMapDefMO: message post time out"""
272,0x2ad060,21,Shift_JIS,Proll: malloc failed,"""Proll: malloc failed"""
273,0x2ad078,30,Shift_JIS,Proll: message post timed out,"""Proll: message post timed out"""
274,0x2ad098,22,Shift_JIS,fin: malloc failed %d,"""fin: malloc failed %d"""
275,0x2ad0b0,31,Shift_JIS,scptFin: message post time out,"""scptFin: message post time out"""
276,0x2ad0e4,22,Shift_JIS,ClF: malloc failed %d,"""ClF: malloc failed %d"""
277,0x2ad0fc,31,Shift_JIS,scptClF: message post time out,"""scptClF: message post time out"""
278,0x2ad130,21,Shift_JIS,CWait: malloc failed,"""CWait: malloc failed"""
279,0x2ad148,30,Shift_JIS,CWait: message post timed out,"""CWait: message post timed out"""
280,0x2ad168,26,Shift_JIS,TextChabne: malloc failed,"""TextChabne: malloc failed"""
281,0x2ad184,35,Shift_JIS,TextChange: message post timed out,"""TextChange: message post timed out"""
282,0x2ad1a8,31,Shift_JIS,scptChangeParts: malloc failed,"""scptChangeParts: malloc failed"""
283,0x2ad1c8,35,Shift_JIS,ChangeParts: message post time out,"""ChangeParts: message post time out"""
284,0x2ad1ec,36,Shift_JIS,scptEnter: message post time out %d,"""scptEnter: message post time out %d"""
285,0x2ad210,29,Shift_JIS,scptLet'sTalk: malloc failed,"""scptLet'sTalk: malloc failed"""
286,0x2ad230,36,Shift_JIS,scptLetsTalk: message post time out,"""scptLetsTalk: message post time out"""
287,0x2ad254,24,Shift_JIS,scptFace: malloc failed,"""scptFace: malloc failed"""
288,0x2ad26c,32,Shift_JIS,scptFace: message post time out,"""scptFace: message post time out"""
289,0x2ad28c,24,Shift_JIS,scptPutA: malloc failed,"""scptPutA: malloc failed"""
290,0x2ad2a4,32,Shift_JIS,scptPutA: message post time out,"""scptPutA: message post time out"""
291,0x2ad2c4,24,Shift_JIS,scptPutP: malloc failed,"""scptPutP: malloc failed"""
