Entry ID,[Str. Pos.],[Str. Size],[Str. Encoding],Str. Value,[Str. Data]
532,0x2afa88,90,Shift_JIS,女の子が「今日は勝負!!」というときに着用する\nという伝説の下着だ。男の子は要チェックだぞ!!,"""\x8F\x97\x82\xCC\x8Eq\x82\xAA\x81u\x8D\xA1\x93\xFA\x82\xCD\x8F\x9F\x95\x89!!\x81v\x82\xC6\x82\xA2\x82\xA4\x82\xC6\x82\xAB\x82\xC9\x92\x85\x97p\x82\xB7\x82\xE9\n\x82\xC6\x82\xA2\x82\xA4\x93`\x90\xE0\x82\xCC\x89\xBA\x92\x85\x82\xBE\x81B\x92j\x82\xCC\x8Eq\x82\xCD\x97v\x83`\x83F\x83b\x83N\x82\xBE\x82\xBC!!"""
533,0x2afae4,44,Shift_JIS,指輪です。Ж術関係中心のアクセサリーです。\n,"""\x8Ew\x97\xD6\x82\xC5\x82\xB7\x81B\x84G\x8Fp\x8A\xD6\x8CW\x92\x86\x90S\x82\xCC\x83A\x83N\x83Z\x83T\x83\x8A\x81[\x82\xC5\x82\xB7\x81B\n"""
534,0x2afb10,88,Shift_JIS,北方の老Ж術使いたちが、Ж樹の枝から彫り上げた\n手作りの指輪だ。気力が少しだけ上がるぞ。,"""\x96k\x95\xFB\x82\xCC\x98V\x84G\x8Fp\x8Eg\x82\xA2\x82\xBD\x82\xBF\x82\xAA\x81A\x84G\x8E\xF7\x82\xCC\x8E}\x82\xA9\x82\xE7\x92\xA4\x82\xE8\x8F\xE3\x82\xB0\x82\xBD\n\x8E\xE8\x8D\xEC\x82\xE8\x82\xCC\x8Ew\x97\xD6\x82\xBE\x81B\x8BC\x97\xCD\x82\xAA\x8F\xAD\x82\xB5\x82\xBE\x82\xAF\x8F\xE3\x82\xAA\x82\xE9\x82\xBC\x81B"""
535,0x2afb68,44,Shift_JIS,腕輪です。格闘関係中心のアクセサリーです。\n,"""\x98r\x97\xD6\x82\xC5\x82\xB7\x81B\x8Ai\x93\xAC\x8A\xD6\x8CW\x92\x86\x90S\x82\xCC\x83A\x83N\x83Z\x83T\x83\x8A\x81[\x82\xC5\x82\xB7\x81B\n"""
536,0x2afb94,90,Shift_JIS,伝説の勇者アレスにちなんだ腕輪だ。不思議な力が\n湧いてきて、攻撃力と命中率が跳ね上がるぞ!!,"""\x93`\x90\xE0\x82\xCC\x97E\x8E\xD2\x83A\x83\x8C\x83X\x82\xC9\x82\xBF\x82\xC8\x82\xF1\x82\xBE\x98r\x97\xD6\x82\xBE\x81B\x95s\x8Ev\x8Bc\x82\xC8\x97\xCD\x82\xAA\n\x97N\x82\xA2\x82\xC4\x82\xAB\x82\xC4\x81A\x8DU\x8C\x82\x97\xCD\x82\xC6\x96\xBD\x92\x86\x97\xA6\x82\xAA\x92\xB5\x82\xCB\x8F\xE3\x82\xAA\x82\xE9\x82\xBC!!"""
537,0x2afbf0,82,Shift_JIS,マロッカの貝殻を砕いて作った腕輪だ。\n自分が受けるダメージを軽減する効果があるぞ。,"""\x83}\x83\x8D\x83b\x83J\x82\xCC\x8AL\x8Ak\x82\xF0\x8D\xD3\x82\xA2\x82\xC4\x8D\xEC\x82\xC1\x82\xBD\x98r\x97\xD6\x82\xBE\x81B\n\x8E\xA9\x95\xAA\x82\xAA\x8E\xF3\x82\xAF\x82\xE9\x83_\x83\x81\x81[\x83W\x82\xF0\x8Cy\x8C\xB8\x82\xB7\x82\xE9\x8C\xF8\x89\xCA\x82\xAA\x82\xA0\x82\xE9\x82\xBC\x81B"""
538,0x2afc44,46,Shift_JIS,首飾りです。バランスのよいアクセサリーです。\n,"""\x8E\xF1\x8F\xFC\x82\xE8\x82\xC5\x82\xB7\x81B\x83o\x83\x89\x83\x93\x83X\x82\xCC\x82\xE6\x82\xA2\x83A\x83N\x83Z\x83T\x83\x8A\x81[\x82\xC5\x82\xB7\x81B\n"""
539,0x2afc74,84,Shift_JIS,ロッキのくちばしを砕いて作った腕輪だ。\n敵が受けるダメージを増加させる効果があるぞ。,"""\x83\x8D\x83b\x83L\x82\xCC\x82\xAD\x82\xBF\x82\xCE\x82\xB5\x82\xF0\x8D\xD3\x82\xA2\x82\xC4\x8D\xEC\x82\xC1\x82\xBD\x98r\x97\xD6\x82\xBE\x81B\n\x93G\x82\xAA\x8E\xF3\x82\xAF\x82\xE9\x83_\x83\x81\x81[\x83W\x82\xF0\x91\x9D\x89\xC1\x82\xB3\x82\xB9\x82\xE9\x8C\xF8\x89\xCA\x82\xAA\x82\xA0\x82\xE9\x82\xBC\x81B"""
540,0x2afcc8,78,Shift_JIS,長い髪を束ねるためのアクセサリーだ。\n動きやすくなるので、スピードが上がるぞ。,"""\x92\xB7\x82\xA2\x94\xAF\x82\xF0\x91\xA9\x82\xCB\x82\xE9\x82\xBD\x82\xDF\x82\xCC\x83A\x83N\x83Z\x83T\x83\x8A\x81[\x82\xBE\x81B\n\x93\xAE\x82\xAB\x82\xE2\x82\xB7\x82\xAD\x82\xC8\x82\xE9\x82\xCC\x82\xC5\x81A\x83X\x83s\x81[\x83h\x82\xAA\x8F\xE3\x82\xAA\x82\xE9\x82\xBC\x81B"""
541,0x2afd18,32,Shift_JIS,髪飾りです。素早さを高めます。\n,"""\x94\xAF\x8F\xFC\x82\xE8\x82\xC5\x82\xB7\x81B\x91f\x91\x81\x82\xB3\x82\xF0\x8D\x82\x82\xDF\x82\xDC\x82\xB7\x81B\n"""
542,0x2afd38,90,Shift_JIS,広い大空で、視界を確保するためのアクセサリーだ。\n何でもよく見えるので、命中率が上がるぞ。,"""\x8DL\x82\xA2\x91\xE5\x8B\xF3\x82\xC5\x81A\x8E\x8B\x8AE\x82\xF0\x8Am\x95\xDB\x82\xB7\x82\xE9\x82\xBD\x82\xDF\x82\xCC\x83A\x83N\x83Z\x83T\x83\x8A\x81[\x82\xBE\x81B\n\x89\xBD\x82\xC5\x82\xE0\x82\xE6\x82\xAD\x8C\xA9\x82\xA6\x82\xE9\x82\xCC\x82\xC5\x81A\x96\xBD\x92\x86\x97\xA6\x82\xAA\x8F\xE3\x82\xAA\x82\xE9\x82\xBC\x81B"""
543,0x2afd94,34,Shift_JIS,ゴーグルです。器用さを高めます。\n,"""\x83S\x81[\x83O\x83\x8B\x82\xC5\x82\xB7\x81B\x8A\xED\x97p\x82\xB3\x82\xF0\x8D\x82\x82\xDF\x82\xDC\x82\xB7\x81B\n"""
544,0x2afdb8,42,Shift_JIS,パイプです。タバコは２０歳を過ぎてから。\n,"""\x83p\x83C\x83v\x82\xC5\x82\xB7\x81B\x83^\x83o\x83R\x82\xCD\x82Q\x82O\x8D\xCE\x82\xF0\x89\xDF\x82\xAC\x82\xC4\x82\xA9\x82\xE7\x81B\n"""
545,0x2afde4,34,Shift_JIS,ブラジャーです。んーん、イカす。\n,"""\x83u\x83\x89\x83W\x83\x83\x81[\x82\xC5\x82\xB7\x81B\x82\xF1\x81[\x82\xF1\x81A\x83C\x83J\x82\xB7\x81B\n"""
546,0x2afe08,38,Shift_JIS,各キャラ用スペシャルです。未定です。\n,"""\x8Ae\x83L\x83\x83\x83\x89\x97p\x83X\x83y\x83V\x83\x83\x83\x8B\x82\xC5\x82\xB7\x81B\x96\xA2\x92\xE8\x82\xC5\x82\xB7\x81B\n"""
547,0x2afe30,88,Shift_JIS,世界中に生息するサプ科植物の葉だ。不思議な\n香りで、味方１人のＨＰを２５０ｐ回復するぞ。,"""\x90\xA2\x8AE\x92\x86\x82\xC9\x90\xB6\x91\xA7\x82\xB7\x82\xE9\x83T\x83v\x89\xC8\x90A\x95\xA8\x82\xCC\x97t\x82\xBE\x81B\x95s\x8Ev\x8Bc\x82\xC8\n\x8D\x81\x82\xE8\x82\xC5\x81A\x96\xA1\x95\xFB\x82P\x90l\x82\xCC\x82g\x82o\x82\xF0\x82Q\x82T\x82O\x82\x90\x89\xF1\x95\x9C\x82\xB7\x82\xE9\x82\xBC\x81B"""
548,0x2afe88,92,Shift_JIS,北の大地に群生するサプ科植物の葉だ。濃縮された\n香りで、味方１人のＨＰを５００ｐ回復するぞ。,"""\x96k\x82\xCC\x91\xE5\x92n\x82\xC9\x8CQ\x90\xB6\x82\xB7\x82\xE9\x83T\x83v\x89\xC8\x90A\x95\xA8\x82\xCC\x97t\x82\xBE\x81B\x94Z\x8Fk\x82\xB3\x82\xEA\x82\xBD\n\x8D\x81\x82\xE8\x82\xC5\x81A\x96\xA1\x95\xFB\x82P\x90l\x82\xCC\x82g\x82o\x82\xF0\x82T\x82O\x82O\x82\x90\x89\xF1\x95\x9C\x82\xB7\x82\xE9\x82\xBC\x81B"""
549,0x2afee4,92,Shift_JIS,熱帯でのみ取れるサプ科植物の葉だ。香りが一気に\n広がり、味方全体のＨＰを５００ｐ回復するぞ。,"""\x94M\x91\xD1\x82\xC5\x82\xCC\x82\xDD\x8E\xE6\x82\xEA\x82\xE9\x83T\x83v\x89\xC8\x90A\x95\xA8\x82\xCC\x97t\x82\xBE\x81B\x8D\x81\x82\xE8\x82\xAA\x88\xEA\x8BC\x82\xC9\n\x8DL\x82\xAA\x82\xE8\x81A\x96\xA1\x95\xFB\x91S\x91\xCC\x82\xCC\x82g\x82o\x82\xF0\x82T\x82O\x82O\x82\x90\x89\xF1\x95\x9C\x82\xB7\x82\xE9\x82\xBC\x81B"""
550,0x2aff40,94,Shift_JIS,東の島々でわずかに生息するサプ科植物の葉だ。\n神秘的な香りで、味方１人のＨＰを完全回復するぞ。,"""\x93\x8C\x82\xCC\x93\x87\x81X\x82\xC5\x82\xED\x82\xB8\x82\xA9\x82\xC9\x90\xB6\x91\xA7\x82\xB7\x82\xE9\x83T\x83v\x89\xC8\x90A\x95\xA8\x82\xCC\x97t\x82\xBE\x81B\n\x90_\x94\xE9\x93I\x82\xC8\x8D\x81\x82\xE8\x82\xC5\x81A\x96\xA1\x95\xFB\x82P\x90l\x82\xCC\x82g\x82o\x82\xF0\x8A\xAE\x91S\x89\xF1\x95\x9C\x82\xB7\x82\xE9\x82\xBC\x81B"""
551,0x2affa0,94,Shift_JIS,北方の老Ж術使いたちが、Ж樹のしずくから作った\n一口サイズの玉だ。飲むとＫＰを１ｐ回復するぞ。,"""\x96k\x95\xFB\x82\xCC\x98V\x84G\x8Fp\x8Eg\x82\xA2\x82\xBD\x82\xBF\x82\xAA\x81A\x84G\x8E\xF7\x82\xCC\x82\xB5\x82\xB8\x82\xAD\x82\xA9\x82\xE7\x8D\xEC\x82\xC1\x82\xBD\n\x88\xEA\x8C\xFB\x83T\x83C\x83Y\x82\xCC\x8B\xCA\x82\xBE\x81B\x88\xF9\x82\xDE\x82\xC6\x82j\x82o\x82\xF0\x82P\x82\x90\x89\xF1\x95\x9C\x82\xB7\x82\xE9\x82\xBC\x81B"""
552,0x2b0000,96,Shift_JIS,北方の老Ж術使いたちが、Ж樹のしずくから作った\n少し大きめの玉だ。飲むとＫＰを１０ｐ回復するぞ。,"""\x96k\x95\xFB\x82\xCC\x98V\x84G\x8Fp\x8Eg\x82\xA2\x82\xBD\x82\xBF\x82\xAA\x81A\x84G\x8E\xF7\x82\xCC\x82\xB5\x82\xB8\x82\xAD\x82\xA9\x82\xE7\x8D\xEC\x82\xC1\x82\xBD\n\x8F\xAD\x82\xB5\x91\xE5\x82\xAB\x82\xDF\x82\xCC\x8B\xCA\x82\xBE\x81B\x88\xF9\x82\xDE\x82\xC6\x82j\x82o\x82\xF0\x82P\x82O\x82\x90\x89\xF1\x95\x9C\x82\xB7\x82\xE9\x82\xBC\x81B"""
553,0x2b0060,22,Shift_JIS,ガッツを回復します。\n,"""\x83K\x83b\x83c\x82\xF0\x89\xF1\x95\x9C\x82\xB5\x82\xDC\x82\xB7\x81B\n"""
554,0x2b0078,26,Shift_JIS,ＨＰとＭＰを回復します。\n,"""\x82g\x82o\x82\xC6\x82l\x82o\x82\xF0\x89\xF1\x95\x9C\x82\xB5\x82\xDC\x82\xB7\x81B\n"""
555,0x2b0094,34,Shift_JIS,ＨＰとＭＰをたくさん回復します。\n,"""\x82g\x82o\x82\xC6\x82l\x82o\x82\xF0\x82\xBD\x82\xAD\x82\xB3\x82\xF1\x89\xF1\x95\x9C\x82\xB5\x82\xDC\x82\xB7\x81B\n"""
556,0x2b00b8,32,Shift_JIS,戦闘中の不利な状態を直します。\n,"""\x90\xED\x93\xAC\x92\x86\x82\xCC\x95s\x97\x98\x82\xC8\x8F\xF3\x91\xD4\x82\xF0\x92\xBC\x82\xB5\x82\xDC\x82\xB7\x81B\n"""
557,0x2b00d8,48,Shift_JIS,戦闘不能のキャラを５０％の確率で復活させます。\n,"""\x90\xED\x93\xAC\x95s\x94\\\x82\xCC\x83L\x83\x83\x83\x89\x82\xF0\x82T\x82O\x81\x93\x82\xCC\x8Am\x97\xA6\x82\xC5\x95\x9C\x8A\x88\x82\xB3\x82\xB9\x82\xDC\x82\xB7\x81B\n"""
558,0x2b0108,38,Shift_JIS,戦闘不能のキャラを必ず復活させます。\n,"""\x90\xED\x93\xAC\x95s\x94\\\x82\xCC\x83L\x83\x83\x83\x89\x82\xF0\x95K\x82\xB8\x95\x9C\x8A\x88\x82\xB3\x82\xB9\x82\xDC\x82\xB7\x81B\n"""
559,0x2b0130,32,Shift_JIS,パワーアップの状態になります。\n,"""\x83p\x83\x8F\x81[\x83A\x83b\x83v\x82\xCC\x8F\xF3\x91\xD4\x82\xC9\x82\xC8\x82\xE8\x82\xDC\x82\xB7\x81B\n"""
560,0x2b0150,34,Shift_JIS,スピードアップの状態になります。\n,"""\x83X\x83s\x81[\x83h\x83A\x83b\x83v\x82\xCC\x8F\xF3\x91\xD4\x82\xC9\x82\xC8\x82\xE8\x82\xDC\x82\xB7\x81B\n"""
561,0x2b0174,34,Shift_JIS,ＨＰターン回復の状態になります。\n,"""\x82g\x82o\x83^\x81[\x83\x93\x89\xF1\x95\x9C\x82\xCC\x8F\xF3\x91\xD4\x82\xC9\x82\xC8\x82\xE8\x82\xDC\x82\xB7\x81B\n"""
562,0x2b0198,14,Shift_JIS,カットです。\n,"""\x83J\x83b\x83g\x82\xC5\x82\xB7\x81B\n"""
563,0x2b01a8,96,Shift_JIS,月Ж石の落ちた地で、１回だけ実をつけるといわれる\n月Ж樹の果実だ。食べると技を１つ獲得できるぞ!!,"""\x8C\x8E\x84G\x90\xCE\x82\xCC\x97\x8E\x82\xBF\x82\xBD\x92n\x82\xC5\x81A\x82P\x89\xF1\x82\xBE\x82\xAF\x8E\xC0\x82\xF0\x82\xC2\x82\xAF\x82\xE9\x82\xC6\x82\xA2\x82\xED\x82\xEA\x82\xE9\n\x8C\x8E\x84G\x8E\xF7\x82\xCC\x89\xCA\x8E\xC0\x82\xBE\x81B\x90H\x82\xD7\x82\xE9\x82\xC6\x8BZ\x82\xF0\x82P\x82\xC2\x8Al\x93\xBE\x82\xC5\x82\xAB\x82\xE9\x82\xBC!!"""
564,0x2b0208,28,Shift_JIS,ファイナペットのえさです。\n,"""\x83t\x83@\x83C\x83i\x83y\x83b\x83g\x82\xCC\x82\xA6\x82\xB3\x82\xC5\x82\xB7\x81B\n"""
565,0x2b0224,88,Shift_JIS,数十年に一度、わずかばかりの実をつけるという\nパワワ樹の果実だ。食べると腕力が３上がる。,"""\x90\x94\x8F\\\x94N\x82\xC9\x88\xEA\x93x\x81A\x82\xED\x82\xB8\x82\xA9\x82\xCE\x82\xA9\x82\xE8\x82\xCC\x8E\xC0\x82\xF0\x82\xC2\x82\xAF\x82\xE9\x82\xC6\x82\xA2\x82\xA4\n\x83p\x83\x8F\x83\x8F\x8E\xF7\x82\xCC\x89\xCA\x8E\xC0\x82\xBE\x81B\x90H\x82\xD7\x82\xE9\x82\xC6\x98r\x97\xCD\x82\xAA\x82R\x8F\xE3\x82\xAA\x82\xE9\x81B"""
566,0x2b027c,88,Shift_JIS,数十年に一度、わずかばかりの実をつけるという\nサイコ樹の果実だ。食べると気力が３上がる。,"""\x90\x94\x8F\\\x94N\x82\xC9\x88\xEA\x93x\x81A\x82\xED\x82\xB8\x82\xA9\x82\xCE\x82\xA9\x82\xE8\x82\xCC\x8E\xC0\x82\xF0\x82\xC2\x82\xAF\x82\xE9\x82\xC6\x82\xA2\x82\xA4\n\x83T\x83C\x83R\x8E\xF7\x82\xCC\x89\xCA\x8E\xC0\x82\xBE\x81B\x90H\x82\xD7\x82\xE9\x82\xC6\x8BC\x97\xCD\x82\xAA\x82R\x8F\xE3\x82\xAA\x82\xE9\x81B"""
567,0x2b02d4,90,Shift_JIS,数十年に一度、わずかばかりの実をつけるという\nストレ樹の果実だ。食べると生命力が３上がる。,"""\x90\x94\x8F\\\x94N\x82\xC9\x88\xEA\x93x\x81A\x82\xED\x82\xB8\x82\xA9\x82\xCE\x82\xA9\x82\xE8\x82\xCC\x8E\xC0\x82\xF0\x82\xC2\x82\xAF\x82\xE9\x82\xC6\x82\xA2\x82\xA4\n\x83X\x83g\x83\x8C\x8E\xF7\x82\xCC\x89\xCA\x8E\xC0\x82\xBE\x81B\x90H\x82\xD7\x82\xE9\x82\xC6\x90\xB6\x96\xBD\x97\xCD\x82\xAA\x82R\x8F\xE3\x82\xAA\x82\xE9\x81B"""
568,0x2b0330,90,Shift_JIS,数十年に一度、わずかばかりの実をつけるという\nラクク樹の果実だ。食べると器用さが１上がる。,"""\x90\x94\x8F\\\x94N\x82\xC9\x88\xEA\x93x\x81A\x82\xED\x82\xB8\x82\xA9\x82\xCE\x82\xA9\x82\xE8\x82\xCC\x8E\xC0\x82\xF0\x82\xC2\x82\xAF\x82\xE9\x82\xC6\x82\xA2\x82\xA4\n\x83\x89\x83N\x83N\x8E\xF7\x82\xCC\x89\xCA\x8E\xC0\x82\xBE\x81B\x90H\x82\xD7\x82\xE9\x82\xC6\x8A\xED\x97p\x82\xB3\x82\xAA\x82P\x8F\xE3\x82\xAA\x82\xE9\x81B"""
569,0x2b038c,92,Shift_JIS,数十年に一度、わずかばかりの実をつけるという\nアジル樹の果実だ。食べるとスピードが３上がる。,"""\x90\x94\x8F\\\x94N\x82\xC9\x88\xEA\x93x\x81A\x82\xED\x82\xB8\x82\xA9\x82\xCE\x82\xA9\x82\xE8\x82\xCC\x8E\xC0\x82\xF0\x82\xC2\x82\xAF\x82\xE9\x82\xC6\x82\xA2\x82\xA4\n\x83A\x83W\x83\x8B\x8E\xF7\x82\xCC\x89\xCA\x8E\xC0\x82\xBE\x81B\x90H\x82\xD7\x82\xE9\x82\xC6\x83X\x83s\x81[\x83h\x82\xAA\x82R\x8F\xE3\x82\xAA\x82\xE9\x81B"""
570,0x2b03e8,94,Shift_JIS,数十年に一度、わずかばかりの実をつけるという\nヒトポ樹の果実だ。食べると最大ＨＰが３０上がる。,"""\x90\x94\x8F\\\x94N\x82\xC9\x88\xEA\x93x\x81A\x82\xED\x82\xB8\x82\xA9\x82\xCE\x82\xA9\x82\xE8\x82\xCC\x8E\xC0\x82\xF0\x82\xC2\x82\xAF\x82\xE9\x82\xC6\x82\xA2\x82\xA4\n\x83q\x83g\x83|\x8E\xF7\x82\xCC\x89\xCA\x8E\xC0\x82\xBE\x81B\x90H\x82\xD7\x82\xE9\x82\xC6\x8D\xC5\x91\xE5\x82g\x82o\x82\xAA\x82R\x82O\x8F\xE3\x82\xAA\x82\xE9\x81B"""
571,0x2b0448,92,Shift_JIS,数十年に一度、わずかばかりの実をつけるという\nマジポ樹の果実だ。食べると最大ＫＰが１上がる。,"""\x90\x94\x8F\\\x94N\x82\xC9\x88\xEA\x93x\x81A\x82\xED\x82\xB8\x82\xA9\x82\xCE\x82\xA9\x82\xE8\x82\xCC\x8E\xC0\x82\xF0\x82\xC2\x82\xAF\x82\xE9\x82\xC6\x82\xA2\x82\xA4\n\x83}\x83W\x83|\x8E\xF7\x82\xCC\x89\xCA\x8E\xC0\x82\xBE\x81B\x90H\x82\xD7\x82\xE9\x82\xC6\x8D\xC5\x91\xE5\x82j\x82o\x82\xAA\x82P\x8F\xE3\x82\xAA\x82\xE9\x81B"""
572,0x2b04a4,54,Shift_JIS,Ж術の効果を封じ込めた杖です。\n何度か使うと壊れます。,"""\x84G\x8Fp\x82\xCC\x8C\xF8\x89\xCA\x82\xF0\x95\x95\x82\xB6\x8D\x9E\x82\xDF\x82\xBD\x8F\xF1\x82\xC5\x82\xB7\x81B\n\x89\xBD\x93x\x82\xA9\x8Eg\x82\xA4\x82\xC6\x89\xF3\x82\xEA\x82\xDC\x82\xB7\x81B"""
573,0x2b04dc,96,Shift_JIS,神殿島空域の名産品だ。肉、魚、野菜などの、どんな\n料理でもコクが出て、それでいてマッタリするぞ。,"""\x90_\x93a\x93\x87\x8B\xF3\x88\xE6\x82\xCC\x96\xBC\x8EY\x95i\x82\xBE\x81B\x93\xF7\x81A\x8B\x9B\x81A\x96\xEC\x8D\xD8\x82\xC8\x82\xC7\x82\xCC\x81A\x82\xC7\x82\xF1\x82\xC8\n\x97\xBF\x97\x9D\x82\xC5\x82\xE0\x83R\x83N\x82\xAA\x8Fo\x82\xC4\x81A\x82\xBB\x82\xEA\x82\xC5\x82\xA2\x82\xC4\x83}\x83b\x83^\x83\x8A\x82\xB7\x82\xE9\x82\xBC\x81B"""
574,0x2b053c,28,Shift_JIS,金の塊です。高く売れます。\n,"""\x8B\xE0\x82\xCC\x89\xF2\x82\xC5\x82\xB7\x81B\x8D\x82\x82\xAD\x94\x84\x82\xEA\x82\xDC\x82\xB7\x81B\n"""
575,0x2b0558,94,Shift_JIS,神殿島空域に生息する魚の一種だ。味はイマイチ。\n白身をすりつぶして、焼いて食べるのが一般的だ。,"""\x90_\x93a\x93\x87\x8B\xF3\x88\xE6\x82\xC9\x90\xB6\x91\xA7\x82\xB7\x82\xE9\x8B\x9B\x82\xCC\x88\xEA\x8E\xED\x82\xBE\x81B\x96\xA1\x82\xCD\x83C\x83}\x83C\x83`\x81B\n\x94\x92\x90g\x82\xF0\x82\xB7\x82\xE8\x82\xC2\x82\xD4\x82\xB5\x82\xC4\x81A\x8F\xC4\x82\xA2\x82\xC4\x90H\x82\xD7\x82\xE9\x82\xCC\x82\xAA\x88\xEA\x94\xCA\x93I\x82\xBE\x81B"""
576,0x2b05b8,98,Shift_JIS,神殿島空域にわずかに生息する魚だ。味はイマイチ。\n幻覚作用があるため、薬品としての用途は多いのだ。,"""\x90_\x93a\x93\x87\x8B\xF3\x88\xE6\x82\xC9\x82\xED\x82\xB8\x82\xA9\x82\xC9\x90\xB6\x91\xA7\x82\xB7\x82\xE9\x8B\x9B\x82\xBE\x81B\x96\xA1\x82\xCD\x83C\x83}\x83C\x83`\x81B\n\x8C\xB6\x8Ao\x8D\xEC\x97p\x82\xAA\x82\xA0\x82\xE9\x82\xBD\x82\xDF\x81A\x96\xF2\x95i\x82\xC6\x82\xB5\x82\xC4\x82\xCC\x97p\x93r\x82\xCD\x91\xBD\x82\xA2\x82\xCC\x82\xBE\x81B"""
577,0x2b061c,94,Shift_JIS,神殿島空域に生息する魚の一種だ。味はまあまあ。\nそのまま煮たり焼いたりして食べるのが一般的だ。,"""\x90_\x93a\x93\x87\x8B\xF3\x88\xE6\x82\xC9\x90\xB6\x91\xA7\x82\xB7\x82\xE9\x8B\x9B\x82\xCC\x88\xEA\x8E\xED\x82\xBE\x81B\x96\xA1\x82\xCD\x82\xDC\x82\xA0\x82\xDC\x82\xA0\x81B\n\x82\xBB\x82\xCC\x82\xDC\x82\xDC\x8E\xCF\x82\xBD\x82\xE8\x8F\xC4\x82\xA2\x82\xBD\x82\xE8\x82\xB5\x82\xC4\x90H\x82\xD7\x82\xE9\x82\xCC\x82\xAA\x88\xEA\x94\xCA\x93I\x82\xBE\x81B"""
578,0x2b067c,94,Shift_JIS,神殿島空域に生息する魚の一種だ。かなり美味い。\n生でも食べられるが、ちょっとシビれるらしいぞ。,"""\x90_\x93a\x93\x87\x8B\xF3\x88\xE6\x82\xC9\x90\xB6\x91\xA7\x82\xB7\x82\xE9\x8B\x9B\x82\xCC\x88\xEA\x8E\xED\x82\xBE\x81B\x82\xA9\x82\xC8\x82\xE8\x94\xFC\x96\xA1\x82\xA2\x81B\n\x90\xB6\x82\xC5\x82\xE0\x90H\x82\xD7\x82\xE7\x82\xEA\x82\xE9\x82\xAA\x81A\x82\xBF\x82\xE5\x82\xC1\x82\xC6\x83V\x83r\x82\xEA\x82\xE9\x82\xE7\x82\xB5\x82\xA2\x82\xBC\x81B"""
579,0x2b06dc,28,Shift_JIS,緑の巨人を動かすカギです。\n,"""\x97\xCE\x82\xCC\x8B\x90\x90l\x82\xF0\x93\xAE\x82\xA9\x82\xB7\x83J\x83M\x82\xC5\x82\xB7\x81B\n"""
580,0x2b06f8,28,Shift_JIS,赤のツボを動かすカギです。\n,"""\x90\xD4\x82\xCC\x83c\x83{\x82\xF0\x93\xAE\x82\xA9\x82\xB7\x83J\x83M\x82\xC5\x82\xB7\x81B\n"""
581,0x2b0714,28,Shift_JIS,紫のクジラからツモります。\n,"""\x8E\x87\x82\xCC\x83N\x83W\x83\x89\x82\xA9\x82\xE7\x83c\x83\x82\x82\xE8\x82\xDC\x82\xB7\x81B\n"""
582,0x2b0730,26,Shift_JIS,青のトリからツモります。\n,"""\x90\xC2\x82\xCC\x83g\x83\x8A\x82\xA9\x82\xE7\x83c\x83\x82\x82\xE8\x82\xDC\x82\xB7\x81B\n"""
583,0x2b074c,30,Shift_JIS,黄のリュウ？からツモります。\n,"""\x89\xA9\x82\xCC\x83\x8A\x83\x85\x83E\x81H\x82\xA9\x82\xE7\x83c\x83\x82\x82\xE8\x82\xDC\x82\xB7\x81B\n"""
584,0x2b076c,34,Shift_JIS,いつ手に入れるのかわかりません。\n,"""\x82\xA2\x82\xC2\x8E\xE8\x82\xC9\x93\xFC\x82\xEA\x82\xE9\x82\xCC\x82\xA9\x82\xED\x82\xA9\x82\xE8\x82\xDC\x82\xB9\x82\xF1\x81B\n"""
585,0x2b0790,94,Shift_JIS,これを武器に近づけると、武器のコアが反応して\n武器属性を「緑」に変える。戦闘中も使用できるぞ。,"""\x82\xB1\x82\xEA\x82\xF0\x95\x90\x8A\xED\x82\xC9\x8B\xDF\x82\xC3\x82\xAF\x82\xE9\x82\xC6\x81A\x95\x90\x8A\xED\x82\xCC\x83R\x83A\x82\xAA\x94\xBD\x89\x9E\x82\xB5\x82\xC4\n\x95\x90\x8A\xED\x91\xAE\x90\xAB\x82\xF0\x81u\x97\xCE\x81v\x82\xC9\x95\xCF\x82\xA6\x82\xE9\x81B\x90\xED\x93\xAC\x92\x86\x82\xE0\x8Eg\x97p\x82\xC5\x82\xAB\x82\xE9\x82\xBC\x81B"""
586,0x2b07f0,94,Shift_JIS,これを武器に近づけると、武器のコアが反応して\n武器属性を「赤」に変える。戦闘中も使用できるぞ。,"""\x82\xB1\x82\xEA\x82\xF0\x95\x90\x8A\xED\x82\xC9\x8B\xDF\x82\xC3\x82\xAF\x82\xE9\x82\xC6\x81A\x95\x90\x8A\xED\x82\xCC\x83R\x83A\x82\xAA\x94\xBD\x89\x9E\x82\xB5\x82\xC4\n\x95\x90\x8A\xED\x91\xAE\x90\xAB\x82\xF0\x81u\x90\xD4\x81v\x82\xC9\x95\xCF\x82\xA6\x82\xE9\x81B\x90\xED\x93\xAC\x92\x86\x82\xE0\x8Eg\x97p\x82\xC5\x82\xAB\x82\xE9\x82\xBC\x81B"""
